seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,country_iso3
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,56.6563,2015,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,59.8255,2016,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,63.4101,2017,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,64.782,2018,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,67.947,2019,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,70.1625,2020,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,75.2714,2021,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,79.1269,2022,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,45,BGR,Bulgaria,80.3896,2023,,National Statistical Institute,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,BGR
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,52.99,2010,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,56.8599,2011,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,60.6899,2012,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,65.4548,2013,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,69.3287,2014,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,71.7157,2015,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,75.9002,2016,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,80.7432,2017,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,84.4336,2018,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,86.0636,2019,Use of the internet during the first quarter of the year,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,90.8019,2020,Use of the internet during the first quarter of the year,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,90.7595,2021,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,89.601,2022,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,66,CYP,Cyprus,91.2211,2023,,Statistical Service of Cyprus,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,CYP
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,82.0,2010,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,81.27,2011,Users in the last 3 months. Age 16-74.,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,82.35,2012,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,84.17,2013,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,86.1937,2014,,Eurostat,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,87.5898,2015,,Eurostat,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,84.1652,2016,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,84.3942,2017,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,87.0371,2018,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,88.1345,2019,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,89.8129,2020,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,91.4306,2021,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,91.6298,2022,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,67,DEU,Germany,92.4764,2023,,Federal Statistical Office,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DEU
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,88.72,2010,,National IT- and Telecom Agency NITA,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,89.81,2011,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,92.26,2012,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,94.6297,2013,,Eurostat.,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,95.9935,2014,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,96.3305,2015,internet used past 3 months,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,96.9678,2016,internet used past 3 months,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,97.0994,2017,internet used past 3 months,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,97.3192,2018,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,98.0464,2019,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,96.5491,2020,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,98.8659,2021,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,97.8601,2022,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,71,DNK,Denmark,98.7756,2023,,Statistics Denmark,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,DNK
11624,i99H,Individuals using the Internet,,%,73,ESP,Spain,65.8,2010,CMT's survey. Population age 10+.,Comisión del Mercado de las Telecomunicaciones,Refers to the proportion of individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,ESP
